"","id","user_id","address_final","lat","lng","loc_type"
"135",4724653,148501,"台北市大安區建國南路一段222號","25.0392425","121.5373425","ROOFTOP"
"136",4701046,673297,"台北市中山區中山北路一段","25.0501448","121.5216314","GEOMETRIC_CENTER"
"137",4695956,1753092,"台北市中山區明水路397巷","25.0786628","121.5476839","GEOMETRIC_CENTER"
"138",4703455,1601480,"台北市中山區中山北路二段62巷9號","25.0567460","121.5220130","ROOFTOP"
"139",4740728,1753092,"台北市中山區樂群二路","25.0799872","121.5574405","GEOMETRIC_CENTER"
"140",4699383,1525732,"台北市松山區光復南路66巷","25.0451070","121.5554763","GEOMETRIC_CENTER"
"141",4636631,214555,"台北市內湖區星雲街","25.0794450","121.5937110","GEOMETRIC_CENTER"
"142",4719746,1753092,"台北市中山區通北街","25.0826945","121.5388850","GEOMETRIC_CENTER"
"143",4755447,298440,"台北市中山區民生東路三段","25.0577536","121.5406031","GEOMETRIC_CENTER"
"144",4704514,300726,"台北市南港區興中路28巷","25.0554417","121.6063035","GEOMETRIC_CENTER"
"145",4750709,1346180,"台北市文山區景興路202巷","24.9916211","121.5437574","GEOMETRIC_CENTER"
"146",4703009,310408,"台北市大安區復興南路二段125巷20弄4-5號","25.0288900","121.5440402","ROOFTOP"
"147",4758910,1783563,"台北市大安區復興南路二段151巷47號","25.0284812","121.5456938","ROOFTOP"
"148",4681645,1887507,"台北市信義區富陽街72巷19號","25.0224784","121.5556440","ROOFTOP"
"149",4678118,2706,"台北市大安區樂業街94巷","25.0209428","121.5508315","GEOMETRIC_CENTER"
"150",4720924,1379578,"台北市大安區羅斯福路三段309號","25.0174029","121.5319610","ROOFTOP"
"151",4715340,1325661,"台北市信義區忠孝東路五段790巷","25.0415174","121.5831686","GEOMETRIC_CENTER"
"152",4611961,1254733,"台北市大安區瑞安街208巷39號","25.0297339","121.5406676","ROOFTOP"
"153",4649550,1772012,"台北市內湖區民權東路六段90巷","25.0679821","121.5860452","GEOMETRIC_CENTER"
"154",4752484,2006073,"台北市萬華區環河南路二段250巷","25.0336303","121.4910324","GEOMETRIC_CENTER"
"155",4730923,170142,"台北市松山區八德路四段","25.0493187","121.5688828","GEOMETRIC_CENTER"
"156",4695990,21822,"台北市大安區安和路二段","25.0292014","121.5510917","GEOMETRIC_CENTER"
"157",4743413,7350,"台北市士林區中山北路五段","25.0921811","121.5276573","GEOMETRIC_CENTER"
"158",4710251,1704716,"台北市大安區信義路三段147巷","25.0356082","121.5419552","GEOMETRIC_CENTER"
"159",4729276,907677,"台北市大安區敦化南路一段187巷","25.0425912","121.5507765","GEOMETRIC_CENTER"
"160",4693894,907677,"台北市信義區信義路五段8巷","25.0328077","121.5671148","GEOMETRIC_CENTER"
"161",4713857,144232,"台北市萬華區寶興街","25.0252539","121.4946834","GEOMETRIC_CENTER"
"162",4695898,774851,"台北市中山區林森北路85巷","25.0494329","121.5265714","GEOMETRIC_CENTER"
"163",4721817,224420,"台北市萬華區康定路","25.0396790","121.5019548","GEOMETRIC_CENTER"
"164",4676843,1211537,"台北市南港區忠孝東路七段","25.0518510","121.6055758","GEOMETRIC_CENTER"
"165",4742521,1298323,"台北市中正區羅斯福路四段78巷","25.0141544","121.5346879","GEOMETRIC_CENTER"
"166",4739521,101668,"台北市內湖區康寧路一段195巷","25.0787743","121.5967853","GEOMETRIC_CENTER"
"167",4727649,424220,"台北市士林區士東路","25.1127719","121.5335525","GEOMETRIC_CENTER"
"168",4721836,190494,"台北市中山區天津街","25.0498988","121.5229340","GEOMETRIC_CENTER"
"169",4718343,537867,"台北市士林區延平北路五段197巷","25.0835071","121.5100252","GEOMETRIC_CENTER"
"170",4680566,332865,"台北市中山區明水路397巷7弄60號","25.0785359","121.5512230","ROOFTOP"
"171",4707460,527335,"台北市北投區裕民六路114巷","25.1144005","121.5187206","GEOMETRIC_CENTER"
"172",4714691,54507,"台北市萬華區長沙街二段","25.0404283","121.5032806","GEOMETRIC_CENTER"
"173",4734307,530251,"台北市大同區重慶北路三段252巷","25.0713113","121.5129700","GEOMETRIC_CENTER"
"174",3213419,11444,"台北市北投區明德路17巷","25.1072716","121.5169761","GEOMETRIC_CENTER"
"175",4703770,417387,"台北市信義區崇德街","25.0180538","121.5621431","GEOMETRIC_CENTER"
"176",4682403,1897344,"台北市大安區敦化南路二段","25.0256763","121.5485022","GEOMETRIC_CENTER"
"177",622220,13825,"台北市大安區忠孝東路四段","25.0415633","121.5506946","GEOMETRIC_CENTER"
"178",4754523,181991,"台北市中山區龍江路21巷","25.0477858","121.5412242","GEOMETRIC_CENTER"
"179",4747855,32055,"台北市大同區延平北路四段","25.0730196","121.5112440","GEOMETRIC_CENTER"
"180",4750709,1346180,"台北市文山區景興路202巷","24.9916211","121.5437574","GEOMETRIC_CENTER"
"181",4682467,1385627,"台北市信義區吳興街284巷","25.0242317","121.5635727","GEOMETRIC_CENTER"
"182",4712917,1118349,"台北市中山區松江路","25.0595606","121.5332765","GEOMETRIC_CENTER"
"183",4677988,740033,"台北市大安區泰順街","25.0234621","121.5312942","GEOMETRIC_CENTER"
"184",4698520,1708152,"台北市大安區永康街4巷","25.0329245","121.5298214","GEOMETRIC_CENTER"
"185",4737492,98529,"台北市信義區嘉興街","25.0277553","121.5571049","GEOMETRIC_CENTER"
"186",4734797,1806462,"台北市中山區松江路164巷63號","","",""
"187",4750773,1134565,"台北市萬華區西寧南路","25.0432344","121.5060751","GEOMETRIC_CENTER"
"188",4682403,1897344,"台北市大安區敦化南路二段","25.0256763","121.5485022","GEOMETRIC_CENTER"
"189",4754523,181991,"台北市中山區龍江路21巷","25.0477858","121.5412242","GEOMETRIC_CENTER"
"190",4689962,110377,"台北市南港區舊莊街一段64號","25.0409429","121.6185854","ROOFTOP"
"191",4690681,177990,"台北市北投區立功街80巷","25.1256468","121.4695978","GEOMETRIC_CENTER"
"192",4753684,191335,"台北市松山區南京東路五段250巷","25.0507327","121.5656822","GEOMETRIC_CENTER"
"193",4706600,1310096,"台北市信義區基隆路一段","25.0418853","121.5647410","GEOMETRIC_CENTER"
"194",4728393,1719214,"台北市中正區中華路二段441巷","25.0257159","121.5090963","GEOMETRIC_CENTER"
"195",4757964,425439,"台北市大安區富陽街20巷1號","","",""
"196",4692667,1873971,"台北市松山區八德路四段204巷1號","","",""
"197",4753200,1023387,"台北市南港區經貿二路157巷","25.0602891","121.6172330","GEOMETRIC_CENTER"
"198",4757956,876580,"台北市中山區德惠街","25.0666261","121.5279672","GEOMETRIC_CENTER"
"199",4458030,654076,"台北市萬華區和平西路三段218巷","25.0346902","121.4964592","GEOMETRIC_CENTER"
"200",4745026,53160,"台北市中山區松江路211巷","25.0595606","121.5332765","GEOMETRIC_CENTER"
"201",4720098,336348,"台北市北投區文林北路306號","25.1107620","121.5115971","ROOFTOP"
"202",4756576,32050,"台北市萬華區和平西路三段","25.0352461","121.4977014","GEOMETRIC_CENTER"
"203",4684803,1924904,"台北市北投區溫泉路81號","25.1355273","121.5058483","ROOFTOP"
"204",4728442,51210,"台北市士林區大東路1536號","25.0883650","121.5247680","ROOFTOP"
"205",4677949,924489,"台北市士林區中山北路六段277巷4弄20號","25.1103058","121.5245149","ROOFTOP"
"206",4698460,1984579,"台北市萬華區康定路105號","25.0394756","121.5020431","ROOFTOP"
"207",4677909,16325,"台北市文山區木柵路二段7巷2號","24.9890265","121.5589109","ROOFTOP"
"208",4719871,156214,"台北市信義區松仁路281巷","25.0233961","121.5708744","GEOMETRIC_CENTER"
"209",4612682,460572,"台北市大安區安和路一段127巷","25.0346245","121.5534095","GEOMETRIC_CENTER"
"210",4745007,755957,"台北市中正區重慶南路三段131號","25.0238037","121.5170459","ROOFTOP"
"211",4687295,128846,"台北市北投區東華街二段","25.1204149","121.5095771","GEOMETRIC_CENTER"
"212",4717236,130128,"台北市內湖區金龍路","25.0857881","121.5903014","GEOMETRIC_CENTER"
"213",4754321,28800,"台北市文山區興隆路二段203巷","25.0021150","121.5481007","GEOMETRIC_CENTER"
"214",4706553,126902,"台北市士林區重慶北路四段1巷","25.0794934","121.5120105","GEOMETRIC_CENTER"
"215",4729219,368778,"台北市內湖區成功路二段","25.0690078","121.5914146","GEOMETRIC_CENTER"
"216",4514061,1394384,"台北市萬華區廣州街220號","25.0367026","121.4970056","ROOFTOP"
"217",4704526,20653,"台北市大安區敦化南路一段187巷","25.0425912","121.5507765","GEOMETRIC_CENTER"
"218",4738675,21822,"台北市大安區光復南路","25.0375222","121.5575103","GEOMETRIC_CENTER"
"219",4745007,755957,"台北市中正區重慶南路三段131號","25.0238037","121.5170459","ROOFTOP"
"220",4706553,126902,"台北市士林區重慶北路四段1巷","25.0794934","121.5120105","GEOMETRIC_CENTER"
"221",4687295,128846,"台北市北投區東華街二段","25.1204149","121.5095771","GEOMETRIC_CENTER"
"222",4704526,20653,"台北市大安區敦化南路一段187巷","25.0425912","121.5507765","GEOMETRIC_CENTER"
"223",4677949,924489,"台北市士林區中山北路六段277巷4弄20號","25.1103058","121.5245149","ROOFTOP"
"224",4720714,140666,"台北市大安區泰順街50巷","25.0231448","121.5303097","GEOMETRIC_CENTER"
"225",4675957,1994044,"台北市士林區延平北路六段211號","25.0893546","121.5055705","ROOFTOP"
"226",4739991,284686,"台北市中正區汀州路三段60巷","25.0153682","121.5310386","GEOMETRIC_CENTER"
"227",4734720,1574082,"台北市內湖區內湖路二段51號","25.0795905","121.5818680","ROOFTOP"
"228",4703890,527335,"台北市北投區裕民六路","25.1141851","121.5173555","GEOMETRIC_CENTER"
"229",4730574,191024,"台北市士林區福林路255巷","25.0989747","121.5351744","GEOMETRIC_CENTER"
"230",4737252,729165,"台北市松山區健康路3巷","25.0522163","121.5522377","GEOMETRIC_CENTER"
"231",4747784,182754,"台北市士林區中山北路七段219巷10號","25.1280053","121.5327214","ROOFTOP"
"232",4749278,230445,"台北市大安區延吉街","25.0387539","121.5551559","GEOMETRIC_CENTER"
"233",4754879,1342110,"台北市萬華區長沙街二段","25.0404283","121.5032806","GEOMETRIC_CENTER"
"234",4648879,606654,"台北市文山區興隆路三段207巷","24.9948675","121.5612095","GEOMETRIC_CENTER"
"235",4736438,99521,"台北市文山區羅斯福路六段62號","24.9988340","121.5399820","ROOFTOP"
"236",4705607,1998641,"台北市北投區溫泉路65巷","25.1353763","121.5045267","GEOMETRIC_CENTER"
"237",4741399,574481,"台北市中正區汀州路一段340巷6弄9號","25.0258093","121.5125704","ROOFTOP"
"238",4705746,782941,"台北市北投區大業路280巷9弄7號","25.1276780","121.4985970","ROOFTOP"
"239",4739690,1041091,"台北市大安區仁愛路四段408巷","25.0369297","121.5568981","GEOMETRIC_CENTER"
"240",4740010,118431,"台北市大安區大安路一段19巷","25.0444436","121.5472318","GEOMETRIC_CENTER"
"241",4385806,1289065,"台北市內湖區環山路一段60巷","25.0870596","121.5663721","GEOMETRIC_CENTER"
"242",4704520,1799464,"台北市萬華區華西街17號","25.0391676","121.4986419","ROOFTOP"
"243",4701505,789319,"台北市文山區萬美街二段51號","25.0052490","121.5644690","ROOFTOP"
"244",4674229,1145463,"台北市大安區市民大道四段124號","25.0443765","121.5512511","ROOFTOP"
"245",4738979,1325661,"台北市大同區迪化街二段","25.0686374","121.5109856","GEOMETRIC_CENTER"
"246",4733799,1991165,"台北市松山區光復南路13巷","25.0477783","121.5591776","GEOMETRIC_CENTER"
"247",4633857,44495,"台北市大安區建國南路二段151巷","25.0287454","121.5386505","GEOMETRIC_CENTER"
"248",4747361,537168,"台北市中山區新生北路二段","25.0574389","121.5274289","GEOMETRIC_CENTER"
"249",4738675,21822,"台北市大安區光復南路","25.0375222","121.5575103","GEOMETRIC_CENTER"
"250",4738010,235027,"台北市中山區民生東路一段78號","25.0579533","121.5266995","ROOFTOP"
"251",4704520,1799464,"台北市萬華區華西街17號","25.0391676","121.4986419","ROOFTOP"
"252",4385806,1289065,"台北市內湖區環山路一段60巷","25.0870596","121.5663721","GEOMETRIC_CENTER"
"253",4633857,44495,"台北市大安區建國南路二段151巷","25.0287454","121.5386505","GEOMETRIC_CENTER"
"254",4738979,1325661,"台北市大同區迪化街二段","25.0686374","121.5109856","GEOMETRIC_CENTER"
"255",4733799,1991165,"台北市松山區光復南路13巷","25.0477783","121.5591776","GEOMETRIC_CENTER"
"256",2742854,490706,"台北市大安區復興南路二段156-2號","25.0279514","121.5432399","ROOFTOP"
"257",4738970,1424717,"台北市大安區潮州街55巷","25.0300052","121.5241833","GEOMETRIC_CENTER"
"258",4747361,537168,"台北市中山區新生北路二段","25.0574389","121.5274289","GEOMETRIC_CENTER"
"259",4740010,118431,"台北市大安區大安路一段19巷","25.0444436","121.5472318","GEOMETRIC_CENTER"
"260",4720656,1002045,"台北市信義區永吉路30巷","25.0431677","121.5687547","GEOMETRIC_CENTER"
"261",4691731,921170,"台北市中山區松江路100巷","25.0510099","121.5314845","GEOMETRIC_CENTER"
"262",4706524,67404,"台北市中正區金門街9-14號","25.0225241","121.5242531","ROOFTOP"
"263",4720629,689177,"台北市萬華區大理街","25.0344052","121.4986915","GEOMETRIC_CENTER"
"264",4702911,1362304,"台北市大安區師大路60號","25.0245266","121.5281990","ROOFTOP"
"265",4707346,1379049,"台北市大安區和平東路二段76巷","25.0238565","121.5392105","GEOMETRIC_CENTER"
"266",4749223,77253,"台北市大安區和平東路二段118巷52弄4-2號","25.0222362","121.5426356","ROOFTOP"
"267",4697043,156338,"台北市松山區八德路三段155巷","25.0489218","121.5550655","GEOMETRIC_CENTER"
"268",4710555,16612,"台北市大安區信義路四段265巷11號","25.0340182","121.5544920","ROOFTOP"
"269",4704489,1315503,"台北市大安區延吉街171號","25.0385081","121.5553013","ROOFTOP"
"270",4727638,693417,"台北市大安區羅斯福路三段333巷","25.0174425","121.5326529","GEOMETRIC_CENTER"
"271",4715712,81968,"台北市士林區忠誠路二段118巷","25.1139098","121.5309226","GEOMETRIC_CENTER"
"272",4742355,193248,"台北市文山區萬慶街13巷27號","24.9915479","121.5396770","ROOFTOP"
"273",4742275,680230,"台北市萬華區和平西路三段384號","25.0353500","121.4911346","ROOFTOP"
"274",4679834,44912,"台北市中山區中山北路二段36巷","25.0543318","121.5216225","GEOMETRIC_CENTER"
"275",4739394,846978,"台北市內湖區內湖路一段1巷","25.0852350","121.5581226","GEOMETRIC_CENTER"
